s,t,s1,s2,s3,s4,t1,t2,t3,t4
8469,6338,1,1,8,9,1,0,2,0
5813,8278,38,5,1,0,38,0,0,0
17243,1684,118,0,1,3,1,0,0,0
8312,3852,1,0,0,0,3,0,0,0
2149,3637,4,0,1,0,2,0,0,0
17197,935,2,1,2,0,3,0,0,0
2868,248,5,0,1,0,1,0,1,0
2677,15984,11,0,0,0,1,0,0,0
16390,12271,5,0,0,0,5,0,0,0
13214,828,3,0,2,1,3,0,0,1
16548,3292,1,0,0,0,1,0,0,0
2418,11505,6,0,0,0,42,0,1,0
12596,10205,26,2,0,1,9,0,0,0
9100,14116,3,0,1,0,3,0,5,1
7645,2191,8,0,0,0,1,0,0,0
6662,864,4,0,4,10,1,0,0,1
16613,5881,18,0,1,2,113,0,1,0
15255,11252,35,0,2,0,3,0,1,0
10323,17015,15,1,4,0,1,0,1,0
411,3226,2,0,0,0,1,0,0,0
4385,2374,1,1,0,0,2,1,0,0
262,12057,4,0,6,6,48,0,8,36
756,16625,4,0,0,0,2,0,0,0
9104,12588,3,0,0,0,8,6,0,0
2877,8273,2,0,0,0,1,0,0,0
11161,4443,10,2,33,42,3,13,10,23
4348,14237,4,0,1,0,4,0,0,0
9595,15620,59,4,4,1,32,0,0,4
5916,8087,23,0,1,0,8,0,2,0
10286,9499,1,0,0,0,1,0,0,0
3503,4530,1,0,0,0,1,0,0,0
14674,4863,1,2,0,0,1,2,0,0
5052,1765,1,0,0,0,76,1,13,10
14421,4362,1,0,0,0,1,0,0,0
13750,11779,1,0,0,0,46,1,18,1
13867,16295,1,2,0,0,1,0,0,0
12188,16147,6,4,0,0,1,15,0,1
2834,12010,37,0,0,0,2,0,0,1
2716,8783,32,0,2,2,1,0,0,0
11071,9377,5,0,0,0,1,0,0,0
15027,2920,1,0,0,0,1,0,0,0
3598,11042,3,0,0,0,1,0,0,0
10454,12696,38,1,3,2,8,1,2,0
9752,7615,2,0,0,0,88,1,0,0
7253,1282,1,1,0,0,57,24,3,0
1943,4775,1,0,0,0,1,0,0,0
1738,5174,2,0,0,0,2,0,0,0
3800,10275,1,0,2,0,93,2,30,9
7872,4219,1,0,0,1,3,0,0,0
4031,11593,2,0,0,0,2,0,0,0
3160,9100,2,0,0,0,3,0,1,0
8855,7695,1,0,0,1,2,0,0,0
16154,6612,1,0,1,0,13,0,8,2
16855,10911,29,0,0,0,2,0,1,0
11639,13667,2,0,0,0,5,0,0,0
5921,3889,2,0,1,0,119,3,16,9
9533,1072,9,11,1,4,121,16,29,34
9507,1244,1,1,0,0,1,0,0,0
5216,8479,5,1,0,0,1,0,0,0
11537,6398,3,0,1,0,4,0,0,0
4911,2279,8,0,2,0,9,0,0,0
4516,13574,1,0,0,0,34,0,0,0
11283,4124,4,2,1,0,18,20,3,3
6935,10164,1,0,0,0,10,0,0,0
10247,9612,1,0,0,0,10,0,1,4
6711,12153,5,0,0,0,14,0,0,0
7660,9465,1,0,0,0,3,0,0,0
3369,16289,7,0,0,0,30,0,3,0
5644,6585,4,4,0,0,6,0,1,0
1401,5304,1,0,0,0,2,0,0,0
1179,14472,1,0,0,0,7,0,1,0
7293,8017,1,0,0,0,1,0,0,0
2075,13206,5,0,0,0,6,0,0,0
8127,14658,19,2,3,4,13,0,0,1
9356,9929,3,0,0,0,4,0,0,0
16841,8945,9,0,0,0,2,0,7,5
1545,1817,57,1,16,0,1,0,0,0
9308,932,82,2,15,1,12,0,2,0
11485,4374,1,0,1,0,1,0,0,0
15952,8827,32,3,3,2,38,0,1,0
1690,11956,3,1,1,0,1,0,0,0
7258,9842,1,0,0,0,1,0,0,0
11409,2224,1,0,0,1,1,0,0,0
5644,6574,4,4,0,0,6,0,0,0
7232,12089,7,9,4,0,11,26,12,3
14758,4205,1,0,0,0,2,0,0,0
7218,339,3,0,0,0,22,0,0,0
14235,5095,1,0,0,0,9,2,0,1
13761,11588,3,1,13,9,48,3,2,1
12486,2420,7,0,0,0,8,0,1,0
7730,4450,1,1,0,0,2,5,1,0
12935,7615,32,0,10,1,88,1,0,0
1518,619,2,0,0,0,6,1,4,2
1136,11431,1,0,0,0,16,0,0,0
733,17086,1,0,0,0,1,0,1,0
10631,13620,7,0,0,1,3,0,4,2
4445,9063,2,0,0,0,2,0,0,0
16440,2329,1,0,0,0,2,0,0,0
16355,8278,1,0,0,0,38,0,0,0
180,4485,9,22,7,0,3,2,0,0
8788,14666,2,0,1,0,30,4,7,4
2240,693,1,0,0,0,2,0,0,0
2836,10456,10,0,0,0,45,0,0,0
1677,6654,2,2,2,4,1,0,0,0
11838,16718,9,1,3,0,6,10,1,0
7906,2334,1,1,3,0,1,0,4,0
5674,11888,1,0,0,1,1,0,0,1
9743,10853,1,0,0,0,1,1,0,0
922,15025,4,1,2,5,2,0,0,0
10079,202,2,0,0,0,65,0,9,9
3295,9170,9,2,3,1,5,4,3,6
188,7218,3,0,0,0,3,0,0,0
6875,11785,48,0,2,4,6,0,2,0
13011,13309,6,0,0,0,3,0,0,0
15311,2681,4,1,2,0,4,0,0,0
17243,1603,118,0,1,3,9,0,0,0
13584,12101,21,0,1,0,3,0,0,1
4310,9441,21,4,3,2,1,0,0,0
5724,15470,63,0,1,0,18,0,4,0
2257,9355,4,0,0,0,1,0,0,0
13346,13490,1,0,0,0,17,1,0,0
7216,15116,14,0,0,1,1,0,0,0
8734,11633,1,0,0,0,1,0,0,0
14672,10756,6,2,2,0,3,0,1,0
8206,2485,2,0,0,0,2,0,0,0
5926,11779,1,0,0,0,46,1,18,1
5943,8827,3,0,0,0,38,0,1,0
7960,5,4,0,0,0,27,0,2,0
12935,7676,32,0,10,1,110,0,6,1
990,4904,4,13,0,0,3,32,22,14
11164,7927,11,0,0,0,1,0,1,0
14093,1459,1,0,0,0,1,0,0,0
5045,12190,1,0,0,0,1,0,0,0
9622,7838,1,0,0,0,5,0,0,3
10246,16056,10,0,3,0,1,0,0,0
6634,9989,1,0,0,0,14,0,1,0
8531,7865,27,1,1,0,6,0,1,0
1474,8278,1,0,0,0,38,0,0,0
443,1009,1,0,0,0,5,0,0,0
16408,6232,11,0,0,0,61,0,2,3
11519,2028,18,0,13,2,5,0,2,0
1370,1778,11,3,2,35,7,0,3,3
15975,17398,1,0,0,0,10,0,4,0
14092,12131,1,0,2,5,1,0,0,0
4749,4858,11,0,1,0,3,0,0,0
11164,10442,11,0,0,0,9,0,0,0
773,5015,3,0,0,0,63,0,0,0
173,4507,1,0,0,0,1,0,0,0
388,10845,1,0,0,0,25,0,2,0
5567,2263,2,0,0,0,1,0,0,0
3176,1947,1,0,0,0,2,0,0,0
6573,13712,1,5,0,14,45,5,7,1
4065,1808,1,0,2,0,1,0,0,0
14710,3452,3,1,1,2,138,4,7,4
8731,2785,1,0,0,0,1,0,0,0
5769,2358,18,23,26,2,1,0,1,0
6398,6363,4,0,0,0,1,0,1,0
5709,13574,39,1,1,0,34,0,0,0
12052,7053,1,0,1,1,1,0,0,0
3761,17464,1,0,0,0,92,0,2,0
9274,12943,1,0,0,1,17,0,0,0
8053,10410,1,0,0,0,4,0,0,0
12150,9401,10,1,17,0,18,1,7,0
5959,15768,2,0,0,0,25,0,3,0
5270,9002,2,0,1,0,4,0,2,0
15849,2174,2,0,2,0,2,0,0,0
7922,1045,1,0,0,0,1,0,0,0
13310,4208,1,0,0,0,17,0,0,0
13283,520,62,2,0,2,4,30,3,9
13236,3743,19,0,16,52,5,0,2,0
9308,17057,82,2,15,1,2,0,0,0
5813,13736,38,5,1,0,33,0,3,0
10125,7341,17,0,1,0,21,0,5,2
10680,9161,3,0,0,0,1,0,0,0
10812,9423,3,0,1,0,33,0,4,0
2141,14461,1,0,0,2,1,0,0,0
17411,5024,1,0,0,0,24,0,7,2
4285,439,1,0,0,0,63,0,4,2
9064,7172,1,0,0,0,109,5,6,2
5110,5067,1,1,2,2,33,2,2,2
5386,10205,83,2,1,0,9,0,0,0
1548,4330,1,0,0,0,1,0,0,0
12054,5368,10,0,0,0,2,1,5,3
9318,16013,27,19,0,0,17,0,1,0
10159,3956,4,0,0,0,3,0,0,0
5448,3467,4,0,0,0,9,0,0,1
14783,12279,2,0,1,0,2,0,1,0
13765,85,3,0,0,2,3,0,2,0
6266,1522,1,0,1,0,5,1,6,4
15867,6497,51,1,23,8,1,0,1,0
8236,16258,1,0,0,0,1,0,0,1
13289,16543,1,0,0,0,1,0,0,0
4312,17464,2,0,0,0,92,0,2,0
8798,3420,4,0,0,0,33,0,0,0
16162,12588,4,6,9,5,8,6,0,0
9240,13322,5,3,1,0,3,0,1,1
13819,198,4,9,16,18,1,1,15,7
1263,17138,4,0,1,0,1,0,0,0
14109,6285,3,0,1,0,1,0,1,0
10670,5809,2,0,0,0,16,0,0,0
16486,10271,18,0,6,0,17,0,1,0
9675,3641,41,0,4,0,3,0,0,0
15217,1130,54,11,1,1,37,0,1,0
5266,3181,1,1,0,2,1,1,0,12
3125,14563,16,0,0,0,37,0,7,0
13505,4532,1,0,0,0,3,0,0,0
3720,14279,1,1,0,3,1,0,0,0
16609,8500,12,3,1,2,3,0,0,0
4246,5208,3,0,0,0,3,7,1,1
16204,3404,1,0,0,0,1,0,0,0
540,14952,1,0,0,0,1,0,0,0
12736,1655,1,0,0,0,1,0,1,0
3065,3422,12,2,1,7,1,1,0,0
13787,11945,110,1,26,5,2,0,0,0
8037,13513,5,0,0,0,29,0,10,0
2078,1130,10,0,0,2,37,0,1,0
1635,12748,1,0,0,0,41,0,0,0
9211,6400,2,0,0,0,1,0,0,0
14312,11525,1,0,0,0,1,0,0,0
13158,12677,1,0,0,1,3,5,9,4
16798,13134,3,0,0,0,12,0,0,0
6523,9073,2,1,4,0,3,0,1,0
16227,4529,1,0,0,0,1,0,1,0
8912,4447,1,0,0,0,2,0,0,0
2460,3308,11,0,0,1,1,0,0,0
8042,4954,22,0,1,14,7,1,0,0
8750,2618,2,0,1,0,2,0,4,0
6421,7319,2,0,0,0,1,0,0,0
5761,8784,94,3,38,164,1,0,0,1
11612,5439,9,0,0,1,17,0,0,0
10543,10040,21,0,6,0,7,7,6,4
5709,13507,39,1,1,0,2,0,1,0
13505,4594,1,0,0,0,4,0,0,0
15969,17223,1,0,1,0,14,0,3,0
8007,10409,1,0,0,0,2,0,0,0
6146,10570,7,0,0,0,1,0,0,0
15126,14965,1,0,1,0,4,3,3,2
1511,5000,3,0,0,0,1,0,0,0
5800,13087,10,0,8,1,1,0,1,2
7975,15013,2,24,0,0,2,37,0,0
9526,12890,4,0,0,0,5,0,0,0
11057,15495,35,0,5,16,1,0,0,0
10782,12620,53,0,11,83,5,0,0,0
10543,10037,21,0,6,0,16,0,3,0
12988,3260,44,0,5,0,3,0,0,0
3883,716,2,0,0,0,32,1,1,0
12236,11465,1,0,0,0,1,0,0,0
10778,10304,7,0,1,4,2,0,0,0
8218,2340,1,0,0,0,1,0,0,0
14777,4066,1,0,0,1,16,0,2,1
15441,2315,6,8,1,1,2,6,0,0
12048,1146,5,0,9,0,62,0,10,2
5991,5853,2,0,1,1,3,0,1,0
16833,17158,1,0,0,0,1,0,0,0
7003,6774,3,0,0,0,1,0,0,0
11537,6363,3,0,1,0,1,0,1,0
6474,10349,2,1,4,0,2,0,1,0
5053,8242,1,0,0,0,1,0,0,0
13273,12545,27,0,3,0,2,0,0,0
8852,4144,1,0,0,1,25,0,9,0
523,8827,9,0,0,0,38,0,1,0
10009,3249,1,0,0,0,1,0,0,0
8634,7129,20,0,5,5,1,0,0,0
11794,927,1,0,1,0,35,0,7,2
10784,10868,1,0,0,1,6,0,0,0
9729,8152,2,0,0,0,1,0,0,0
3171,11903,69,0,1,0,1,1,0,0
1462,11439,2,0,0,0,1,0,1,0
4940,13477,2,0,0,0,1,0,0,0
10279,11625,4,1,5,3,5,1,6,1
4318,3479,1,0,0,0,1,0,0,0
16478,8198,3,2,9,3,60,0,0,0
1174,484,4,1,0,2,1,0,0,1
15964,15082,3,0,0,0,7,1,3,1
13283,11506,62,2,0,2,1,0,0,0
2380,14883,16,0,15,5,1,0,0,0
17121,15587,1,0,0,0,2,0,1,0
14206,8737,5,0,2,0,1,0,0,0
8165,4799,3,0,2,0,1,0,0,0
9202,1332,7,0,5,0,79,2,2,6
6545,13787,1,0,2,0,110,1,26,5
6074,4831,15,2,0,0,1,0,0,0
16731,6360,7,0,5,22,2,0,4,0
9152,4589,1,0,0,0,1,0,0,0
17080,15250,86,0,8,21,2,0,1,2
6564,5673,3,0,1,0,10,0,1,1
14133,3612,1,0,0,0,7,0,0,0
15843,4832,75,0,0,0,1,0,0,0
14667,2321,1,0,0,0,10,0,48,3
2007,13561,8,0,6,4,5,0,6,5
826,13574,1,0,0,0,34,0,0,0
9628,995,6,0,3,0,4,0,0,0
12793,3027,1,0,0,0,1,0,0,0
14155,14666,2,0,9,4,30,4,7,4
5,8860,27,0,2,0,41,0,3,0
11125,14187,1,0,0,0,1,1,2,2
17388,16282,15,0,14,0,5,0,4,0
12967,10988,1,0,0,0,5,0,0,0
15928,2370,1,6,0,12,1,21,0,3
6991,15021,10,0,0,0,21,0,0,0
11987,5761,2,0,0,1,94,3,38,164
13108,8147,1,0,0,0,4,0,0,0
14407,14552,2,0,0,0,1,0,0,0
2480,14083,1,0,0,0,3,0,3,1
11012,2133,1,0,0,0,1,0,0,0
4505,9513,2,0,0,0,41,0,0,0
1431,16667,20,0,9,4,25,4,19,13
12097,11481,1,0,0,0,1,0,0,0
11832,11174,1,0,0,0,1,0,0,0
7113,6740,34,0,6,2,2,0,0,1
16377,10306,2,0,0,1,10,3,6,3
4389,3258,2,0,0,0,1,0,0,0
11196,5328,1,0,0,0,1,0,0,0
6490,9541,1,0,0,0,23,0,4,0
14009,17153,26,2,6,0,9,0,0,0
5428,5176,6,0,0,0,1,0,0,0
10292,13783,31,0,5,0,1,0,0,0
11531,10693,1,0,0,0,1,0,0,0
8670,12592,1,0,1,0,1,0,0,0
8208,7752,2,0,0,1,6,0,3,1
5929,389,147,0,20,13,3,0,0,0
1010,100,1,0,0,0,9,0,5,0
6706,9178,51,0,2,0,12,0,0,0
2378,12850,1,1,0,4,64,10,23,85
12048,1299,5,0,9,0,1,0,2,0
10606,14464,1,0,0,1,4,0,0,1
8140,4728,3,0,0,0,3,0,0,0
3856,3929,2,1,1,0,3,1,4,0
7558,10559,1,1,0,0,17,3,8,22
9699,548,1,0,0,1,3,0,0,4
2595,12932,1,0,1,0,1,0,0,0
4987,8708,1,0,0,0,72,1,3,13
15861,8808,1,0,0,0,22,0,5,0
13668,13787,5,1,2,4,110,1,26,5
5368,15255,2,1,5,3,35,0,2,0
8980,8209,1,0,0,0,1,0,0,0
13423,14494,1,0,1,0,13,7,7,4
16902,4895,1,0,1,12,1,5,0,1
3115,15500,3,0,0,0,1,4,2,0
2101,2829,20,0,2,0,26,0,2,0
7113,6733,34,0,6,2,7,0,12,8
8089,7317,16,2,19,59,4,0,1,4
9409,7606,1,4,0,0,1,0,0,0
8861,549,2,0,0,0,1,0,0,0
6209,14938,2,0,0,0,19,0,0,0
10789,12935,38,0,6,1,32,0,10,1
6988,4247,3,0,0,0,2,0,0,0
6650,6057,1,0,0,0,9,0,0,0
14531,4100,1,0,1,0,54,0,1,0
10789,12936,38,0,6,1,2,0,0,1
13364,9340,4,0,0,2,8,0,2,2
391,16052,1,0,0,0,1,1,0,0
275,12848,1,6,0,0,2,9,0,0
12850,9859,64,10,23,85,41,3,10,1
4322,9137,2,1,1,0,5,2,13,1
12787,1533,2,0,0,0,2,2,0,0
6328,13015,1,0,0,0,2,0,0,0
3169,1777,1,0,0,0,1,0,1,2
4303,80,1,1,0,0,6,0,0,0
7092,6181,7,0,0,2,7,0,1,2
5918,4893,1,0,0,0,1,0,1,0
6139,4293,1,0,0,0,1,0,0,0
16839,7581,9,0,2,1,2,0,0,0
15978,4533,39,1,4,0,201,2,12,4
7538,189,20,0,20,0,5,0,0,0
11284,2639,2,1,0,0,86,1,17,2
4228,1968,14,0,0,1,3,0,1,0
7779,3773,1,0,0,0,2,1,1,0
1959,10473,1,1,0,0,6,0,2,7
13009,13719,3,1,0,0,13,16,9,21
6233,3279,5,0,1,2,28,0,5,6
10125,7483,17,0,1,0,1,0,0,0
6613,12475,4,0,1,0,5,0,1,0
17080,15226,86,0,8,21,2,0,0,0
161,2027,2,0,0,0,18,3,0,1
10064,2028,3,0,5,0,5,0,2,0
13449,7035,3,0,0,0,1,0,0,0
17080,15220,86,0,8,21,5,0,1,0
3459,7630,1,0,0,0,1,0,0,0
5881,3545,113,0,1,0,7,0,0,0
6236,6602,1,0,0,1,1,0,0,0
13969,14264,12,0,0,0,1,0,0,0
12634,8666,1,0,0,0,6,0,0,0
1644,8451,2,0,0,0,8,1,1,0
9467,15082,16,0,1,0,7,1,3,1
2834,9178,37,0,0,0,12,0,0,0
15420,4131,3,0,0,0,10,1,5,2
3488,4004,18,0,0,0,10,0,0,0
17207,16901,1,0,0,0,1,0,0,0
10842,2542,13,0,0,1,30,0,0,0
9780,4060,3,0,0,1,46,2,12,6
5,8804,27,0,2,0,11,0,1,0
13283,11588,62,2,0,2,48,3,2,1
7509,8574,43,0,6,7,47,2,4,0
4867,10500,4,0,0,0,7,0,0,0
5802,11261,2,0,0,0,4,0,0,0
8566,8804,9,0,1,0,11,0,1,0
2707,3569,14,0,0,2,6,0,0,0
5336,14631,1,0,0,0,1,0,1,0
17243,1519,118,0,1,3,1,0,0,0
9501,15715,1,0,2,5,1,0,0,0
5352,11312,68,5,5,9,4,1,61,1
604,13874,98,1,18,30,4,0,0,0
12848,12689,2,9,0,0,8,45,3,8
6658,11028,24,2,4,0,36,0,1,1
808,693,8,0,13,5,2,0,0,0
3728,8427,2,0,5,4,1,2,2,2
2727,1690,1,0,0,0,3,1,1,0
11241,11690,30,0,12,6,2,0,0,0
17223,13668,14,0,3,0,5,1,2,4
5920,5386,8,0,1,0,83,2,1,0
2632,14846,8,0,2,1,2,0,4,2
7823,163,13,2,1,0,15,0,0,0
2368,7632,2,0,0,0,4,0,1,0
9675,11505,41,0,4,0,42,0,1,0
15327,3583,4,1,5,2,2,1,0,0
10244,6317,2,0,0,0,4,0,0,0
8531,7937,27,1,1,0,43,0,2,0
3743,11510,5,0,2,0,51,2,6,33
4161,5842,5,1,110,19,3,0,4,1
8257,2289,2,0,0,0,1,0,0,0
13954,7303,92,0,5,7,1,0,0,0
2632,14831,8,0,2,1,1,0,0,0
12581,8212,1,0,0,0,3,0,1,1
6934,610,1,0,0,0,52,0,1,0
9743,10949,1,0,0,0,1,0,0,0
1710,15759,1,0,0,0,4,1,0,0
2240,808,1,0,0,0,8,0,13,5
13360,12792,107,5,4,2,90,2,0,1
3353,4136,10,0,1,0,2,0,0,0
5793,6060,143,0,6,4,9,0,2,0
5724,15322,63,0,1,0,1,0,0,0
2390,8297,2,0,0,0,2,0,0,0
5709,13360,39,1,1,0,107,5,4,2
10042,11556,12,0,0,0,1,3,1,2
2148,5252,1,0,0,2,6,0,1,3
17060,3111,17,5,6,26,13,0,5,0
4104,12424,2,0,0,0,1,0,0,0
16035,15181,2,0,0,0,1,2,0,0
3901,7408,33,0,0,0,19,0,0,0
7604,5882,1,0,0,0,1,0,0,0
6399,4872,8,0,0,0,1,0,0,0
3364,14252,1,0,0,0,11,0,0,0
4697,13787,5,1,1,2,110,1,26,5
3466,7662,1,0,0,0,2,0,0,0
15165,1726,14,0,2,0,3,0,0,0
13357,15827,3,1,1,9,2,0,0,4
11515,13954,9,0,6,4,92,0,5,7
15012,6277,1,0,0,0,1,0,0,0
16266,17117,1,0,0,0,56,0,0,0
7800,8901,1,0,0,0,1,0,0,0
2933,15588,1,0,0,0,6,0,0,0
15576,16893,1,0,0,0,1,0,1,2
7652,2018,6,0,0,1,1,0,0,0
2045,5483,6,0,0,0,89,1,6,3
17243,1545,118,0,1,3,57,1,16,0
13519,14974,9,0,1,0,1,0,0,0
6600,4002,3,0,0,0,2,0,0,0
850,9334,8,1,3,4,5,1,1,0
15599,3098,1,0,0,0,54,1,1,7
10502,3896,1,0,0,0,6,8,0,5
4851,15884,28,0,1,2,2,0,0,0
2156,3604,3,0,0,0,10,2,9,3
16807,7538,3,0,0,0,20,0,20,0
7561,2804,1,0,0,0,25,0,0,0
8911,6219,1,0,0,0,1,0,0,0
11307,7310,7,0,0,1,1,0,0,0
2679,13524,21,0,0,0,34,0,0,0
15089,12897,4,0,21,1,1,0,0,0
9507,1332,1,1,0,0,79,2,2,6
15091,12366,3,1,1,4,5,0,1,57
10137,7366,2,0,0,0,1,0,0,0
13519,14943,9,0,1,0,2,0,0,0
10469,10893,7,0,0,0,5,0,0,0
9915,7998,1,0,0,0,18,0,4,0
566,15066,1,0,0,0,23,0,8,2
2419,14922,2,1,0,0,10,3,5,4
9143,17319,1,0,0,0,1,0,0,0
7937,16013,43,0,2,0,17,0,1,0
15255,11392,35,0,2,0,2,0,1,0
5545,5848,1,0,0,0,1,0,0,0
12730,10703,1,4,2,22,2,2,0,7
9439,12632,1,0,0,0,53,0,1,0
7218,188,3,0,0,0,3,0,0,0
4203,15841,23,4,12,24,2,0,0,1
4483,2223,8,18,1,0,1,0,0,0
1397,4138,26,0,4,2,1,0,0,0
16533,10722,3,0,0,0,68,0,3,0
3769,2453,5,0,0,0,3,0,0,1
15026,16603,7,0,0,0,1,0,0,0
4827,6691,56,0,1,3,129,4,75,14
13521,16943,3,0,0,0,70,0,9,13
6380,9605,2,0,0,0,7,0,1,6
6560,13954,3,0,0,0,92,0,5,7
9098,3997,1,0,0,0,6,0,0,0
3901,7432,33,0,0,0,110,0,1,2
13719,12057,13,16,9,21,48,0,8,36
6221,13453,8,0,0,0,15,0,0,0
632,16247,2,0,0,0,1,0,0,0
11700,2639,6,0,2,1,86,1,17,2
16042,1625,1,0,0,0,2,0,3,1
5531,10559,7,7,6,6,17,3,8,22
16190,3093,8,0,0,0,1,0,0,0
14153,1924,41,12,0,0,11,0,1,0
14868,4006,3,0,0,0,14,0,0,0
3046,1021,11,0,0,0,1,0,0,0
3153,14470,1,0,0,0,8,0,7,18
10263,6185,1,35,0,0,15,2,6,0
14957,8033,1,1,0,1,1,0,0,0
3541,6606,58,1,5,2,14,3,3,0
143,9979,1,0,0,0,45,1,0,1
9204,6629,1,0,0,0,1,0,0,0
15712,6552,1,0,0,0,1,0,0,0
879,8648,1,0,0,0,1,0,0,0
5929,343,147,0,20,13,21,0,0,0
9430,12286,1,7,9,8,2,9,11,47
14333,10275,8,0,1,0,93,2,30,9
17200,16464,65,2,16,1,3,0,10,0
7252,16844,11,0,3,10,1,0,0,0
1169,3810,1,0,0,0,10,0,0,0
11146,13063,1,0,0,0,17,0,2,0
5545,5871,1,0,0,0,1,0,0,0
12345,9580,2,0,0,0,5,0,0,0
16324,6964,4,0,1,1,10,0,0,0
303,6628,1,0,0,0,1,0,0,0
4882,3658,9,0,0,0,3,0,0,0
16314,3341,8,0,0,0,10,0,0,0
12621,8564,1,0,0,0,1,0,2,0
9929,11583,4,0,0,0,5,0,1,0
4096,3212,1,0,0,0,1,1,0,0
8656,3854,1,0,0,0,1,0,0,0
6744,16239,1,0,0,0,40,0,3,0
15074,12069,2,0,0,0,3,0,1,0
3022,10575,10,0,1,0,12,0,3,0
14296,8401,1,0,0,0,1,0,0,0
5880,5015,1,0,0,0,63,0,0,0
3103,7918,1,1,0,0,1,4,0,0
7146,4918,1,0,0,0,1,0,0,0
12988,3117,44,0,5,0,11,0,0,0
6845,6230,5,0,0,2,1,0,0,0
16214,14302,1,0,0,0,8,0,0,0
110,16875,1,0,1,0,9,0,15,0
15308,17117,1,0,0,0,56,0,0,0
11146,3901,1,0,0,0,33,0,0,0
11770,12918,3,2,1,1,45,1,4,1
9944,2534,1,0,0,0,17,15,7,2
12151,7905,1,0,1,4,7,1,2,9
5205,10792,5,0,1,1,1,0,0,0
3295,9092,9,2,3,1,101,12,16,7
12745,6881,3,0,0,1,24,0,7,1
10314,1266,1,0,0,0,7,2,6,0
10333,13954,1,0,0,0,92,0,5,7
3065,13556,12,2,1,7,19,0,0,0
2862,5673,13,4,0,1,10,0,1,1
1707,3557,1,2,0,1,1,0,0,0
7148,16673,2,0,0,0,2,0,0,0
9103,9199,6,0,8,1,14,0,6,1
11695,3134,6,10,12,1,1,0,7,1
5482,4509,3,0,0,0,5,1,1,6
3498,7408,13,1,0,0,19,0,0,0
13888,15066,4,0,0,1,23,0,8,2
9347,4677,1,0,0,0,1,0,0,0
2551,3274,1,0,0,0,1,2,0,0
2102,9611,6,1,0,1,1,3,0,2
16916,14570,5,0,1,1,21,0,5,15
3590,1218,2,0,0,0,9,1,1,0
9874,7521,3,2,0,0,79,3,4,0
3125,14497,16,0,0,0,1,0,0,0
4519,5259,4,3,1,0,1,0,0,0
6007,7998,19,0,1,0,18,0,4,0
9495,6012,2,0,0,0,1,0,0,0
5952,5259,2,0,0,0,1,0,0,0
9732,7778,1,2,0,0,4,1,3,0
2713,5076,1,0,0,0,25,0,0,3
7866,2782,15,0,1,0,1,0,0,0
1313,12547,1,0,0,0,2,1,39,1
14219,8070,1,0,0,0,8,0,0,0
3901,7487,33,0,0,0,2,0,0,0
14973,11453,1,0,0,0,1,0,0,0
15497,15881,3,0,1,0,31,0,7,0
15421,2472,1,0,0,0,1,0,0,0
7037,16095,1,0,0,0,4,0,0,0
1121,2931,1,1,2,0,143,22,55,199
8087,2153,8,0,2,0,14,0,0,0
14998,4684,2,0,1,0,7,0,0,0
2398,16177,1,0,0,0,17,50,11,2
9392,16082,1,0,0,0,4,0,0,0
14317,13678,16,0,1,0,91,0,5,1
10749,13035,1,0,0,0,1,0,0,0
11920,4242,1,0,0,0,3,0,0,0
16167,4163,2,0,1,0,1,0,3,0
3411,6887,2,0,0,0,2,0,3,0
17149,405,3,0,0,0,1,0,1,0
9083,16380,4,0,0,0,103,0,3,0
9746,3545,5,0,0,0,7,0,0,0
3374,13166,21,0,0,9,8,0,1,9
13078,16763,1,0,0,1,1,10,1,1
16566,5611,6,1,2,0,1,0,0,0
7578,12894,8,0,0,0,9,0,0,0
9750,14476,1,0,2,0,13,0,3,0
7260,3937,1,0,0,0,48,0,0,1
13241,9498,1,0,0,2,1,0,1,0
16207,10869,1,0,0,0,1,2,3,0
17445,13131,4,1,0,0,2,0,0,0
7672,9494,6,9,5,1,1,0,0,0
9567,6240,1,15,4,0,1,0,0,0
11146,3914,1,0,0,0,15,0,1,0
10722,7917,68,0,3,0,8,3,1,1
6379,12758,27,0,11,0,4,0,0,0
17266,2453,3,0,0,2,3,0,0,1
7557,5495,2,0,0,0,1,0,0,0
7519,14902,1,0,0,0,1,0,0,0
11499,10789,4,0,2,0,38,0,6,1
6394,5386,18,1,6,1,83,2,1,0
5724,15343,63,0,1,0,26,1,3,4
12759,2639,2,0,0,0,86,1,17,2
3064,78,1,0,0,0,1,0,1,0
9965,9394,3,0,1,1,1,0,0,0
3488,14691,18,0,0,0,2,0,0,0
2331,13483,4,0,0,0,7,0,0,0
6545,5745,1,0,2,0,1,0,2,0
4517,9366,9,1,1,0,4,0,0,0
3805,3417,6,0,0,0,1,0,0,0
17234,15291,10,0,3,0,4,0,1,0
7725,9706,1,0,0,0,1,0,0,0
8261,8810,1,0,0,0,1,0,0,0
11234,9675,12,0,0,0,41,0,4,0
10128,407,30,0,4,2,2,0,0,0
3992,10209,1,0,0,0,16,0,0,1
2761,11344,15,0,4,0,1,0,0,0
312,14082,12,0,0,0,1,0,0,0
5929,403,147,0,20,13,70,0,2,0
2909,11042,1,0,0,0,1,0,0,0
14222,7752,142,25,60,238,6,0,3,1
1458,11043,2,0,0,0,6,0,1,0
12179,14647,7,0,0,0,19,0,38,18
14470,14570,8,0,7,18,21,0,5,15
13996,13500,1,0,0,0,1,2,0,0
