s,t,s1,s2,s3,s4,t1,t2,t3,t4
9199,2979,14,0,6,1,48,1,1,0
5702,17486,2,0,0,0,1,0,0,1
11908,4554,4,0,0,0,8,0,0,0
10825,3445,1,0,0,0,8,0,0,0
6411,10789,24,1,4,0,38,0,6,1
16566,10299,6,1,2,0,4,1,1,0
3666,14736,5,1,1,2,5,0,12,0
12465,8619,137,0,3,0,12,0,0,0
7242,4716,1,0,1,0,10,0,3,1
139,7865,1,0,0,0,6,0,1,0
10277,8918,5,0,0,1,114,3,0,13
10070,9497,62,18,28,5,42,21,17,5
8827,6329,38,0,1,0,32,0,1,0
2616,5202,2,0,0,0,31,0,3,0
5391,8046,6,1,0,0,1,0,0,0
11679,17440,1,0,0,0,1,0,0,0
7116,11710,1,0,0,0,14,1,8,6
3066,12777,1,0,0,0,7,0,0,0
6721,3123,1,0,0,0,2,0,0,0
10678,4240,2,5,40,12,3,6,11,6
6259,5929,48,0,3,0,147,0,20,13
6577,9963,2,0,0,0,1,0,0,0
17301,9513,26,1,2,0,41,0,0,0
11958,16597,62,0,4,0,15,0,13,2
1460,8285,4,0,0,0,7,0,1,0
5881,7939,113,0,1,0,79,8,9,1
597,7731,1,0,0,0,2,0,0,0
15978,8918,39,1,4,0,114,3,0,13
7982,2434,11,0,0,1,5,0,0,0
16931,5611,1,0,0,0,1,0,0,0
12677,14179,3,5,9,4,12,6,1,7
2820,13002,1,0,0,0,15,0,0,0
604,9964,98,1,18,30,1,0,0,0
10705,13495,3,0,0,0,1,0,0,0
4667,15517,2,1,0,0,1,1,0,0
16380,8876,103,0,3,0,1,0,0,0
8789,13667,11,0,0,0,5,0,0,0
2711,11508,3,0,0,2,1,0,0,0
361,2607,1,7,1,0,1,0,0,0
4696,12864,1,0,0,0,2,0,0,0
16284,931,1,0,0,0,2,0,0,0
920,8860,4,0,1,0,41,0,3,0
13309,34,3,0,0,0,4,0,2,0
8471,13676,1,1,0,0,21,1,1,0
9566,14047,1,0,0,0,1,0,0,0
12570,14793,13,0,2,0,36,0,1,0
16722,12450,2,0,0,0,1,0,0,0
9319,15200,1,0,0,0,1,0,1,5
9778,7750,1,0,6,0,63,0,24,2
9001,15225,7,0,0,0,17,3,0,0
8140,12252,3,0,0,0,2,0,0,0
9903,1957,1,0,0,0,2,0,2,0
759,9539,30,0,3,0,2,0,0,0
14741,10200,1,0,0,1,7,5,1,7
11870,15164,3,0,0,0,15,0,1,0
10275,3800,93,2,30,9,1,0,2,0
9247,1268,1,0,0,0,50,3,42,2
5818,10052,3,1,0,0,1,0,0,0
7862,5135,2,0,0,0,13,0,1,1
143,5541,1,0,0,0,2,0,0,0
5528,6777,2,0,0,0,3,1,0,0
11024,262,1,0,0,0,4,0,6,6
17060,7528,17,5,6,26,1,0,0,0
3488,10309,18,0,0,0,2,0,1,0
2475,1788,1,0,0,0,1,0,0,0
8545,7210,6,0,2,2,1,0,0,0
2653,9905,31,9,13,2,1,0,2,1
13888,9716,4,0,0,1,1,0,0,0
17301,13713,26,1,2,0,16,0,1,0
5111,7939,24,3,2,1,79,8,9,1
11281,3466,5,0,0,0,1,0,0,0
1596,14400,3,2,0,0,3,0,0,0
2622,9513,13,0,0,1,41,0,0,0
5982,12279,1,0,0,0,2,0,1,0
11958,16563,62,0,4,0,4,0,0,0
14108,3207,2,0,3,13,1,0,0,0
16662,5344,2,0,0,0,3,0,0,1
11898,5913,6,0,0,0,9,0,0,3
13350,6940,38,0,1,3,1,0,0,0
9751,13555,3,0,0,0,7,0,0,1
5806,14274,1,0,0,0,2,0,1,0
12176,9572,30,0,1,1,10,0,0,0
2007,8044,8,0,6,4,10,0,0,2
1576,7676,18,2,1,0,110,0,6,1
7982,14633,11,0,0,1,3,0,0,0
9747,603,102,1,20,2,1,0,0,0
14752,10993,7,10,0,0,25,0,16,0
6926,12085,18,1,24,6,99,0,2,1
4057,7676,3,0,1,0,110,0,6,1
10948,11546,1,0,0,0,1,0,0,0
933,12750,1,0,0,0,1,0,0,0
12578,5799,1,0,2,3,1,0,0,1
4943,12503,1,0,1,0,1,0,2,0
3534,2259,11,1,8,0,2,0,1,0
1434,5386,8,0,1,0,83,2,1,0
12850,5483,64,10,23,85,89,1,6,3
16718,9,6,10,1,0,1,0,0,0
17217,3546,1,0,0,0,1,0,0,0
16651,10311,22,0,0,0,3,0,0,0
8966,14722,2,0,0,0,10,0,1,0
5372,6453,5,0,1,0,10,0,0,3
2947,8087,1,0,0,0,8,0,2,0
7351,15859,36,1,7,28,3,0,0,0
12347,17464,19,0,1,0,92,0,2,0
65,4260,39,0,6,2,9,0,6,17
13602,2472,1,0,0,0,1,0,0,0
12077,12191,1,0,0,0,12,0,3,0
411,7521,2,0,0,0,79,3,4,0
1552,10453,8,1,4,1,1,0,0,0
8107,15370,3,0,0,0,10,0,0,0
1792,472,8,0,0,3,1,0,0,1
9230,2091,3,0,0,1,1,0,0,0
1984,15095,7,0,1,0,1,0,0,0
9092,14428,101,12,16,7,40,15,15,14
4749,11223,11,0,1,0,55,0,5,1
14002,9718,1,0,0,1,1,0,0,0
12861,10192,5,0,1,0,10,0,0,0
8543,2101,37,0,1,1,20,0,2,0
5386,14486,83,2,1,0,5,0,0,1
4191,4802,16,0,3,0,6,0,0,0
15283,6525,10,0,1,1,2,0,0,0
9542,13862,14,2,0,0,29,1,1,1
14922,16113,10,3,5,4,5,0,0,0
2332,3646,3,0,0,0,1,0,0,0
3452,13322,138,4,7,4,3,0,1,1
14912,11862,10,0,1,0,1,0,0,0
10805,11620,3,29,1,4,1,3,0,0
11057,11257,35,0,5,16,1,0,0,0
9004,6079,1,0,0,0,1,0,0,0
8918,17003,114,3,0,13,5,0,0,0
10553,7830,2,0,0,0,7,1,2,0
14849,9078,3,0,0,0,13,0,0,0
16937,3184,1,0,1,2,1,0,3,1
3355,17462,1,0,0,0,1,0,0,0
23,1869,1,0,0,0,30,0,1,0
2143,1971,9,1,0,1,83,12,19,38
4683,12275,27,0,2,1,2,0,0,0
1698,12492,1,0,0,0,1,0,0,0
9853,6005,1,0,0,0,1,0,0,0
15622,8574,1,0,0,0,47,2,4,0
7884,15072,22,0,0,0,107,0,5,2
15283,6551,10,0,1,1,19,0,3,19
12243,1072,6,0,0,12,121,16,29,34
196,9806,1,0,0,0,1,0,0,0
9595,850,59,4,4,1,8,1,3,4
3043,2736,3,0,0,0,8,0,1,0
9595,845,59,4,4,1,1,0,1,0
9202,5793,7,0,5,0,143,0,6,4
264,8114,7,11,3,7,5,0,0,0
13260,16380,1,0,0,0,103,0,3,0
1613,14061,38,34,24,12,5,0,0,0
16826,3863,1,0,0,0,2,0,0,0
4917,4885,1,0,1,0,7,0,2,0
13829,13574,15,3,4,0,34,0,0,0
9770,13627,11,0,0,9,6,0,0,0
9300,6234,1,1,0,0,1,0,0,0
10790,448,1,0,0,0,1,0,0,0
9747,648,102,1,20,2,6,11,20,5
498,11619,1,0,0,0,1,1,0,0
15212,6877,1,0,0,0,3,0,0,2
1264,5186,6,0,0,0,3,0,0,0
9513,16380,41,0,0,0,103,0,3,0
12482,13737,9,0,1,0,1,0,0,0
2876,14110,7,1,2,0,1,0,0,0
6197,16993,34,0,21,6,39,9,20,12
11161,8960,10,2,33,42,4,0,2,4
10703,1018,2,2,0,7,1,0,0,0
4246,9497,3,0,0,0,42,21,17,5
16360,8918,21,0,2,0,114,3,0,13
3662,6329,8,0,1,0,32,0,1,0
7764,10586,4,0,1,0,2,0,0,0
15862,12893,2,0,0,0,1,0,1,0
12198,10366,3,0,0,0,7,0,0,0
12811,14748,8,0,0,0,2,0,0,0
2790,1121,1,0,0,0,1,1,2,0
3665,9747,1,0,0,0,102,1,20,2
15049,17388,6,0,0,0,15,0,14,0
16753,7172,1,0,0,0,109,5,6,2
601,14896,5,4,2,6,33,0,0,0
14722,10125,10,0,1,0,17,0,1,0
7425,4925,3,0,0,0,2,0,0,0
4595,11307,2,0,0,0,7,0,0,1
12148,14965,14,2,4,0,4,3,3,2
3186,9255,12,0,3,1,1,0,0,0
6078,17368,1,0,0,0,3,0,0,0
10230,6115,2,0,1,0,1,0,0,0
7752,14774,6,0,3,1,1,0,1,0
6060,610,9,0,2,0,52,0,1,0
15106,7956,9,0,0,1,107,0,6,7
12850,16569,64,10,23,85,1,5,2,7
11583,2491,5,0,1,0,5,3,0,0
8117,11241,1,0,0,0,30,0,12,6
5920,10321,8,0,1,0,9,0,0,0
17244,16027,1,17,2,0,1,0,0,0
8861,7673,2,0,0,0,2,0,0,0
5512,5813,24,2,5,4,38,5,1,0
13200,8808,5,0,2,0,22,0,5,0
15945,4533,5,0,0,0,201,2,12,4
3488,10382,18,0,0,0,1,0,0,0
6912,17427,1,0,0,0,3,0,0,0
3489,6691,3,0,0,0,129,4,75,14
3382,3914,40,0,1,0,15,0,1,0
4198,16817,1,0,0,0,2,0,0,1
12184,13156,1,0,0,0,2,0,0,0
8437,13367,1,0,0,0,3,0,0,0
1858,13335,3,1,0,0,1,0,0,0
7723,17206,11,0,0,1,3,0,1,1
10036,8964,2,0,0,0,6,0,0,0
4657,8343,2,0,0,0,1,0,0,0
8848,2065,1,1,1,0,10,5,21,15
5386,14453,83,2,1,0,11,0,2,1
13022,11228,9,0,0,0,55,0,12,0
6546,8042,3,0,0,1,22,0,1,14
11679,1943,1,0,0,0,1,0,0,0
4797,5554,1,0,0,0,1,0,0,0
4244,14474,1,0,0,1,7,0,0,0
11727,9463,2,0,2,0,2,0,0,0
7509,4117,43,0,6,7,1,0,0,0
10543,4308,21,0,6,0,1,0,1,0
8427,16105,1,2,2,2,1,0,1,0
1497,7500,19,0,0,0,2,0,0,0
6052,15852,2,2,2,0,1,2,0,0
12527,11377,2,0,0,0,1,0,0,0
16065,6912,1,0,0,0,1,0,0,0
1212,7099,2,0,0,0,1,0,0,0
12605,7865,30,13,1,0,6,0,1,0
15593,1301,32,0,2,0,5,0,0,0
3566,17054,1,0,0,0,1,0,0,0
5724,9844,63,0,1,0,154,1,5,7
13216,9792,1,1,2,2,9,0,0,2
16782,14309,2,0,0,0,58,0,3,4
14841,6485,1,0,0,0,1,0,0,0
3382,3937,40,0,1,0,48,0,0,1
8944,12241,3,0,0,0,6,0,1,1
12544,11661,1,0,3,3,1,0,6,0
6052,15860,2,2,2,0,1,10,0,0
4070,9337,2,0,0,0,1,0,0,0
6328,2571,1,0,0,0,1,0,0,0
274,11234,2,0,0,0,12,0,0,0
16839,3123,9,0,2,1,2,0,0,0
8728,6293,9,0,0,0,1,0,0,0
3805,7892,6,0,0,0,19,0,0,0
10023,15622,19,6,10,2,1,0,0,0
8918,6346,114,3,0,13,18,3,3,2
9718,2164,1,0,0,0,1,0,0,0
9125,15762,5,1,5,0,9,4,3,1
3926,9106,2,0,0,0,4,0,0,0
4970,5020,2,0,2,0,9,0,4,0
2186,2751,1,0,0,0,1,0,0,0
15066,5951,23,0,8,2,2,0,0,1
15382,4866,3,0,0,0,9,0,2,0
7109,4614,5,4,3,1,1,0,0,0
7675,8559,1,0,0,0,1,0,0,0
13895,9712,4,1,1,2,11,6,4,0
10323,2043,15,1,4,0,1,0,0,0
7133,11905,8,0,5,0,10,0,6,2
11769,3602,1,0,0,0,13,1,6,5
1165,6227,15,0,3,0,28,7,22,1
1225,13334,4,0,5,0,2,0,0,0
8918,6351,114,3,0,13,11,0,30,21
11100,378,1,0,0,0,1,0,0,0
8756,4517,1,0,0,0,9,1,1,0
5804,15573,1,0,0,0,1,0,0,0
10688,7641,17,0,1,2,1,0,0,0
3815,13959,1,0,0,0,5,0,0,0
13696,3102,1,0,0,0,19,0,14,1
4997,7823,1,0,0,0,13,2,1,0
16749,16943,7,0,0,0,70,0,9,13
428,11191,1,0,0,0,3,0,0,0
3384,14777,4,0,0,0,1,0,0,1
11110,7096,6,0,0,0,1,0,0,0
6056,74,2,0,0,0,17,0,2,0
4942,15930,2,0,0,0,3,0,0,0
10987,3169,1,0,0,0,1,0,0,0
8708,7586,72,1,3,13,21,2,10,50
17273,13314,6,6,19,20,24,4,2,0
7186,10828,1,0,0,0,1,0,0,0
13040,14916,16,0,0,0,38,0,9,7
8071,5561,1,0,0,0,1,0,0,0
7678,268,35,0,5,0,16,0,0,0
8410,8893,2,0,1,1,1,0,6,2
8454,13449,1,0,0,0,3,0,0,0
13267,10564,2,0,1,0,1,0,1,1
9134,6697,3,0,2,0,4,0,0,0
11967,2639,1,0,0,0,86,1,17,2
16268,5011,1,0,0,0,5,0,0,2
7498,7126,1,0,0,0,28,0,5,0
6394,9739,18,1,6,1,3,0,0,0
12084,15049,4,0,1,0,6,0,0,0
14039,6518,15,5,1,18,4,0,3,0
12491,2206,1,0,0,0,1,0,0,0
10722,13762,68,0,3,0,19,0,6,1
12101,1332,3,0,0,1,79,2,2,6
10163,12085,6,0,1,0,99,0,2,1
10722,13763,68,0,3,0,1,0,0,0
10035,1428,1,0,0,0,1,0,0,0
7389,12057,2,0,15,9,48,0,8,36
6958,7892,1,0,0,0,19,0,0,0
4120,13482,1,0,0,0,1,0,0,0
12846,7750,1,0,0,0,63,0,24,2
952,11712,4,0,0,1,2,0,0,3
7232,16305,7,9,4,0,1,0,0,0
1505,16483,6,0,0,0,1,0,0,0
3171,6792,69,0,1,0,2,0,0,0
454,7013,1,0,0,0,2,0,0,0
2142,860,1,0,0,0,1,0,0,0
3884,860,1,0,0,0,1,0,0,0
1987,17243,5,0,0,0,118,0,1,3
3452,13380,138,4,7,4,12,14,9,11
11280,5109,16,0,2,0,2,0,0,0
14720,10079,2,0,1,0,2,0,0,0
17414,4988,1,0,0,0,1,0,0,0
2478,16366,16,0,0,2,2,0,0,1
5681,5433,1,0,0,0,6,0,0,0
8324,7409,3,0,0,0,2,0,0,0
16275,16618,5,0,1,0,11,0,3,0
14327,7135,1,0,0,0,2,3,0,0
6766,1206,8,1,2,1,2,0,1,0
12850,16518,64,10,23,85,1,0,1,0
6109,5165,41,3,1,18,13,0,2,17
4188,11770,1,6,1,0,3,2,1,1
3051,9583,7,8,1,4,1,0,0,0
13787,16075,110,1,26,5,7,0,1,0
5549,17464,8,0,0,0,92,0,2,0
3221,127,1,0,0,0,3,0,0,0
8029,10200,75,0,0,1,7,5,1,7
13464,13028,2,0,0,0,1,0,0,0
926,6245,5,0,3,1,9,3,5,1
14765,9776,1,0,0,0,1,0,0,0
5068,13708,15,12,8,9,4,0,0,0
3889,11711,119,3,16,9,5,1,0,0
2313,14195,1,0,0,0,5,0,0,0
11171,16537,1,0,0,0,1,0,0,0
12022,14551,1,0,0,1,1,0,0,2
14164,12769,1,0,0,0,12,0,0,0
11540,1688,2,0,0,0,2,0,0,0
8543,2145,37,0,1,1,2,0,0,0
13935,11241,1,0,0,0,30,0,12,6
5929,3271,147,0,20,13,62,0,2,1
11047,1146,4,0,0,0,62,0,10,2
8918,6394,114,3,0,13,18,1,6,1
361,11283,1,7,1,0,4,2,1,0
13998,2102,1,4,1,0,6,1,0,1
3452,13360,138,4,7,4,107,5,4,2
8749,4594,1,0,0,0,4,0,0,0
10140,81,9,3,12,7,3,1,1,1
5068,13712,15,12,8,9,45,5,7,1
10967,3157,1,0,0,0,1,0,0,0
12465,8597,137,0,3,0,24,0,4,1
10566,7900,3,0,0,0,1,0,0,0
14481,10066,1,0,0,0,1,0,0,0
2639,8713,86,1,17,2,4,0,1,0
10722,13787,68,0,3,0,110,1,26,5
6367,13796,10,2,6,4,3,2,0,0
5076,7479,25,0,0,3,1,0,0,0
8192,7710,1,13,0,0,7,0,3,0
13893,16225,81,0,3,11,26,0,0,0
3033,743,1,0,0,0,5,0,1,0
15355,13893,11,0,1,0,81,0,3,11
2508,1298,35,0,0,0,25,1,0,0
15473,4048,10,0,1,0,29,0,2,10
2196,16350,1,0,0,0,1,0,1,0
2592,13762,4,0,0,0,19,0,6,1
15660,15294,1,0,0,0,1,0,0,0
7759,9989,1,0,0,1,14,0,1,0
4169,11520,1,0,0,0,6,1,0,1
4154,12117,1,0,0,0,6,0,1,0
7905,8254,7,1,2,9,1,0,0,1
8712,5232,6,0,1,0,3,0,0,0
10348,8972,4,0,4,1,2,0,2,0
1067,4486,2,0,0,0,2,0,0,0
14996,15170,1,0,0,0,1,0,0,0
7744,4727,1,0,0,0,2,0,0,0
1526,15255,8,0,0,0,35,0,2,0
11241,714,30,0,12,6,2,0,0,0
6265,7483,8,0,0,0,1,0,0,0
15164,7676,15,0,1,0,110,0,6,1
3452,13347,138,4,7,4,91,0,6,22
3452,13344,138,4,7,4,1,0,0,0
7897,15843,6,0,0,0,75,0,0,0
15593,1268,32,0,2,0,50,3,42,2
10119,1401,1,0,0,0,1,0,0,0
10542,6007,9,0,5,2,19,0,1,0
1370,16562,11,3,2,35,1,0,0,3
4045,10615,7,0,0,0,1,0,0,0
7994,11761,1,0,0,0,1,0,0,0
6367,13780,10,2,6,4,11,4,7,5
12988,7550,44,0,5,0,1,0,0,0
10023,15696,19,6,10,2,1,0,0,0
11318,14975,3,0,0,0,3,0,0,0
14403,5027,24,0,3,0,5,0,0,0
4310,12532,21,4,3,2,7,4,3,8
16947,6576,1,0,0,0,1,1,0,0
5065,11558,2,0,0,0,1,0,0,0
5841,2130,2,0,0,0,1,0,0,0
882,442,1,0,0,0,14,0,3,3
5415,11373,1,0,3,0,1,0,3,0
16741,5441,1,0,0,1,2,0,0,0
3224,13493,1,0,0,0,21,0,5,0
10352,10205,2,0,0,0,9,0,0,0
13309,5709,3,0,0,0,39,1,1,0
4394,3768,1,0,0,0,2,0,0,0
13741,13484,3,0,0,0,1,0,0,0
7051,7405,1,0,0,0,1,0,0,0
13428,12219,1,0,0,0,1,0,0,0
15973,13063,1,0,0,1,17,0,2,0
8606,6479,7,0,3,7,4,0,0,2
14334,8401,1,0,0,0,1,0,0,0
3823,1328,2,0,1,3,2,2,1,9
6668,14377,1,0,0,0,2,0,0,0
3171,6738,69,0,1,0,2,0,0,0
354,1490,1,0,0,0,8,4,4,0
8467,5549,55,0,0,1,8,0,0,0
3452,7416,138,4,7,4,1,0,0,0
7835,13947,3,0,4,0,1,0,0,0
16831,9762,1,0,0,0,3,0,1,0
5722,4625,1,0,0,0,39,0,5,0
3469,6739,5,0,0,0,10,5,11,44
16448,15494,3,9,4,9,1,5,0,1
9030,12605,72,0,1,1,30,13,1,0
7525,9190,1,0,0,0,1,0,0,0
731,15217,2,0,0,3,54,11,1,1
10791,5580,1,0,0,0,3,0,0,0
2931,7172,143,22,55,199,109,5,6,2
10902,7671,1,0,0,3,1,0,0,0
15168,16993,4,1,1,1,39,9,20,12
15816,15201,1,0,0,0,2,0,4,0
2931,7178,143,22,55,199,1,0,0,0
16558,970,6,0,0,0,7,0,0,0
4460,17095,1,0,0,0,1,0,0,0
16163,11578,43,8,20,8,1,1,0,0
11712,6959,2,0,0,3,2,0,0,2
10275,3728,93,2,30,9,2,0,5,4
13862,945,29,1,1,1,23,0,1,0
7266,15857,1,0,0,0,3,0,0,0
13859,3302,2,0,0,0,3,0,0,0
17143,12943,2,0,0,0,17,0,0,0
9070,12181,1,0,0,0,11,1,2,0
13362,14469,6,0,0,1,4,0,0,0
13556,8531,19,0,0,0,27,1,1,0
3498,17243,13,1,0,0,118,0,1,3
11081,1107,1,0,0,2,1,0,0,0
10115,65,4,0,0,0,39,0,6,2
2521,4124,15,0,1,0,18,20,3,3
4604,10165,3,0,0,0,8,0,0,0
13485,6766,5,2,2,1,8,1,2,1
2485,11318,2,0,0,0,3,0,0,0
10569,15589,3,2,45,1,6,0,16,0
8128,4309,2,2,3,8,10,0,0,0
13760,9940,3,0,0,0,3,0,0,0
15762,13355,9,4,3,1,15,2,1,1
16115,15297,1,0,0,0,11,0,0,0
5816,7340,1,0,1,0,1,0,0,0
7669,14614,1,1,0,0,8,22,11,10
16013,9318,17,0,1,0,27,19,0,0
11439,11960,1,0,1,0,8,0,4,0
1773,6484,1,2,1,1,19,3,38,37
6962,13612,25,0,5,0,1,0,0,0
823,16190,1,0,0,0,8,0,0,0
1943,13372,1,0,0,0,2,0,0,0
16625,16436,2,0,0,0,1,0,0,0
5518,3218,5,0,0,0,3,0,0,0
8634,16609,20,0,5,5,12,3,1,2
9877,6691,66,0,2,0,129,4,75,14
6523,62,2,1,4,0,1,0,0,0
2612,16911,5,0,1,2,2,0,0,0
1276,13556,1,0,0,0,19,0,0,0
10780,16900,1,0,7,1,1,0,0,0
384,16288,2,0,0,0,3,0,0,0
8785,1765,5,3,2,4,76,1,13,10
13460,9051,1,0,0,0,24,0,0,1
4400,14714,10,5,1,0,11,7,9,5
17221,2518,1,0,0,0,2,0,0,0
15638,9435,2,0,0,0,2,0,0,0
12219,665,1,0,0,0,1,0,0,0
1449,13787,2,0,0,0,110,1,26,5
374,11958,8,0,0,0,62,0,4,0
15934,10089,1,0,0,0,1,0,0,0
10547,12787,10,0,4,0,2,0,0,0
8075,16225,1,0,0,0,26,0,0,0
6697,11779,4,0,0,0,46,1,18,1
3170,8397,3,0,0,0,1,0,1,0
6423,677,2,0,0,0,12,0,2,0
10763,6773,1,0,0,0,1,1,0,1
10890,3900,11,0,0,0,1,0,0,0
11315,1372,2,0,0,0,1,0,0,0
205,1707,1,0,0,0,1,2,0,1
15816,15246,1,0,0,0,1,0,0,0
1254,10722,1,0,0,0,68,0,3,0
7655,121,1,0,0,0,1,0,0,0
3347,4394,1,0,0,0,1,0,0,0
5777,17355,2,0,0,0,1,0,0,0
16939,8212,1,0,0,0,3,0,1,1
12181,12330,11,1,2,0,1,0,1,0
787,5318,12,0,2,1,3,1,0,0
13291,7274,1,0,0,0,10,0,1,0
14236,7993,8,0,0,0,1,0,0,0
12632,7892,53,0,1,0,19,0,0,0
13920,13117,2,0,0,0,25,2,6,0
5925,12596,3,0,0,0,26,2,0,1
6367,13719,10,2,6,4,13,16,9,21
9032,12672,1,0,0,0,17,0,0,0
3340,8541,1,0,0,0,3,0,0,1
38,412,9,0,4,1,5,0,1,0
13787,16012,110,1,26,5,2,0,0,0
10102,2149,3,0,0,0,4,0,1,0
3644,12409,1,0,0,0,37,0,14,0
7685,5075,2,0,0,0,1,1,4,0
10613,8673,1,0,0,3,2,2,4,1
10761,16749,1,0,0,0,7,0,0,0
15514,3213,1,0,1,0,11,3,1,0
15337,10137,1,0,0,0,2,0,0,0
9480,7860,1,0,0,0,1,0,0,0
16916,10184,5,0,1,1,4,0,1,10
13152,8413,2,0,2,8,37,0,15,49
3810,3937,10,0,0,0,48,0,0,1
3184,4163,1,0,3,1,1,0,3,0
8818,1226,3,0,0,0,139,0,0,0
1303,11779,32,0,1,0,46,1,18,1
15828,12474,2,0,2,0,2,0,0,0
5103,9595,1,3,1,8,59,4,4,1
2605,13973,4,0,0,0,3,0,0,0
3494,1559,1,0,0,0,1,0,0,0
2931,7153,143,22,55,199,1,0,0,0
2679,7432,21,0,0,0,110,0,1,2
13125,12905,4,2,0,0,8,0,0,0
6082,9836,1,0,0,0,1,0,0,0
17064,14116,15,0,4,0,3,0,5,1
12636,281,1,0,1,0,2,0,0,0
17132,13573,3,0,0,0,1,2,0,0
17435,2439,1,4,0,0,1,0,0,0
12776,10161,8,0,2,0,10,0,0,0
7820,13282,1,0,0,0,1,0,0,0
5881,7858,113,0,1,0,1,0,0,0
13689,3171,1,0,0,0,69,0,1,0
7432,563,110,0,1,2,6,0,1,0
15305,138,1,0,0,0,1,0,1,0
7643,1073,1,0,0,0,6,0,0,0
1511,9134,3,0,0,0,3,0,2,0
5950,4297,3,0,1,0,1,0,0,0
10827,8447,11,0,0,0,20,0,0,0
8543,2624,37,0,1,1,6,0,1,1
8619,16300,12,0,0,0,3,0,0,0
16703,12465,12,2,9,15,137,0,3,0
13834,16187,3,0,0,0,27,0,13,4
12126,731,1,0,0,0,2,0,0,3
11486,14399,1,1,0,0,1,0,0,0
8608,13584,1,0,0,0,21,0,1,0
5895,12422,2,0,0,0,1,0,0,0
3542,9175,1,1,0,0,1,0,0,0
3880,3144,1,0,0,0,2,0,1,0
8072,3889,4,2,0,1,119,3,16,9
7801,14538,1,0,0,0,5,0,0,0
14530,2240,2,0,0,0,1,0,0,0
7432,579,110,0,1,2,21,0,0,0
9276,6908,1,0,0,0,1,0,0,0
12400,910,15,0,2,24,1,0,2,8
10722,13195,68,0,3,0,1,0,0,0
1865,6624,1,0,3,0,12,1,1,0
1740,1070,2,0,0,0,2,2,0,0
13241,5671,1,0,0,2,1,0,1,1
4437,16649,10,0,0,0,2,0,0,0
1031,5929,1,1,3,1,147,0,20,13
9030,12465,72,0,1,1,137,0,3,0
2177,15099,1,1,0,0,1,1,1,0
15066,5395,23,0,8,2,4,0,1,0
16022,10473,6,0,0,0,6,0,2,7
7154,10590,4,0,11,0,4,0,0,0
859,5591,2,0,0,0,1,0,0,0
4579,14143,1,2,0,0,1,0,0,1
15009,3601,9,1,9,1,1,0,0,0
5257,11331,8,0,0,0,2,0,0,0
12873,6881,11,0,0,0,24,0,7,1
11572,7304,7,0,1,0,1,0,0,0
6180,17394,21,1,2,2,62,0,6,7
14217,11185,1,0,0,0,3,0,0,0
6787,8531,1,0,0,0,27,1,1,0
2646,9845,1,0,0,0,2,0,0,1
7521,12918,79,3,4,0,45,1,4,1
7499,5468,2,1,1,3,6,1,1,0
15255,7620,35,0,2,0,1,0,0,0
15217,16932,54,11,1,1,3,23,0,3
16695,16897,3,0,0,0,2,0,3,0
2926,16605,12,0,1,0,13,0,1,4
9338,15453,2,1,0,1,9,1,0,9
12672,12085,17,0,0,0,99,0,2,1
11852,1988,8,4,5,6,9,0,3,1
6392,4155,1,0,0,0,1,0,0,0
3105,14243,4,0,0,0,3,0,0,0
2182,10935,43,0,4,1,20,0,1,0
17054,3566,1,0,0,0,1,0,0,0
9051,11588,24,0,0,1,48,3,2,1
6807,8074,59,0,2,0,1,0,0,0
9965,16875,3,0,1,1,9,0,15,0
4533,3541,201,2,12,4,58,1,5,2
12672,12093,17,0,0,0,1,0,0,0
11430,7676,8,0,0,0,110,0,6,1
6283,747,1,0,0,0,1,0,0,0
10697,15575,30,0,0,0,1,2,0,0
2508,16805,35,0,0,0,2,0,0,0
9595,11068,59,4,4,1,1,0,1,0
11852,1971,8,4,5,6,83,12,19,38
12714,2185,3,0,1,1,1,0,0,0
16695,16889,3,0,0,0,3,0,0,0
7045,3277,13,0,2,0,19,0,1,0
15571,7609,4,0,0,0,4,0,1,1
12181,12235,11,1,2,0,2,0,0,0
2369,15145,20,0,1,0,1,0,0,0
14949,5959,1,0,0,0,2,0,0,0
16022,10456,6,0,0,0,45,0,0,0
15969,12505,1,0,1,0,12,2,14,4
8798,8029,4,0,0,0,75,0,0,1
5723,16280,47,0,0,6,1,0,0,0
5691,16388,2,1,0,0,4,0,0,0
929,9499,9,0,0,0,1,0,0,0
5969,8927,1,0,0,0,1,0,0,0
12219,148,1,0,0,0,1,0,0,0
15090,2041,2,0,1,0,8,0,0,0
2388,15072,4,0,0,0,107,0,5,2
9055,6465,8,0,0,0,5,0,0,0
6867,17435,1,0,0,0,1,4,0,0
13792,393,4,0,0,0,1,0,0,0
497,17043,1,0,1,1,2,0,1,0
2828,9545,1,0,0,0,3,0,0,0
4563,5679,19,0,0,0,3,0,0,0
6180,17377,21,1,2,2,15,0,1,0
12653,13487,7,0,1,0,3,0,0,0
12703,7797,1,0,0,0,7,0,0,0
5766,3615,3,0,0,0,6,0,0,0
14985,2931,1,0,0,0,143,22,55,199
11827,12931,1,0,0,0,3,0,0,0
1971,5769,83,12,19,38,18,23,26,2
9029,4472,1,4,2,1,1,0,0,0
1468,1397,22,0,8,0,26,0,4,2
1866,11890,1,0,0,0,9,3,2,1
4323,3171,12,1,2,0,69,0,1,0
15327,7691,4,1,5,2,7,0,0,0
15620,3743,32,0,0,4,5,0,2,0
